"","Month","Tmin","Tmax","Chill_eff","Heat_eff"
"1323",11,-19,5,0.296111685825911,0.00717384962354256
"1324",11,-19,6,0.323209728245828,0.0435919025581782
"1325",11,-19,7,0.295377805503743,0.114071380066716
"1326",11,-19,8,0.335342574900485,0.226698616375648
"1327",11,-19,9,0.332650135541458,0.387655031415023
"1328",11,-19,10,0.334310354257719,0.59347709391678
"1329",11,-19,11,0.303092194007928,0.839613183608901
"1330",11,-19,12,0.296713005624907,1.1221226416915
"1331",11,-19,13,0.314585400388955,1.438678370641
"1332",11,-19,14,0.320100068209038,1.78579097941505
"1333",11,-19,15,0.321943434248416,2.15766402708251
"1334",11,-19,16,0.31721247030443,2.54798616766582
"1335",11,-19,17,0.310891981355773,2.94923186323702
"1336",11,-19,18,0.311506603602955,3.3531492758891
"1337",11,-19,19,0.228976847272254,3.75157400773299
"1338",11,-19,20,0.186784594919241,4.13699361024337
"1339",11,-19,21,0.129175013886956,4.50256985352616
"1340",11,-19,22,0.00217507433009565,4.84213344925208
"1341",11,-19,23,0,5.15085128959453
"1342",11,-19,24,0,5.42501067549787
"1343",11,-19,25,0,4.66538458176044
"1344",11,-19,26,0,2.87963097835142
"1345",11,-19,27,0,3.08179744479836
"1346",11,-19,28,0,3.27199721833127
"1347",11,-19,29,0,3.44772652643532
"1348",11,-19,30,0,2.42582574470479
"1349",11,-18,-15,0,0
"1350",11,-18,-14,0,0
"1351",11,-18,-13,0,0
"1352",11,-18,-12,0,0
"1353",11,-18,-11,0,0
"1354",11,-18,-10,0,0
"1355",11,-18,-9,0,0
"1356",11,-18,-8,0,0
"1357",11,-18,-7,0,0
"1358",11,-18,-6,0,0
"1359",11,-18,-5,0,0
"1360",11,-18,-4,0,0
"1361",11,-18,-3,0,0
"1362",11,-18,-2,2.00252864883799e-08,0
"1363",11,-18,-1,6.01964139968921e-07,0
"1364",11,-18,0,1.21279410835256e-05,0
"1365",11,-18,1,0.00023764899858745,0
"1366",11,-18,2,0.0045032986565318,0
"1367",11,-18,3,0.0709309901523686,0
"1368",11,-18,4,0.286705156473935,0
"1369",11,-18,5,0.305588937758057,0.00739516216358477
"1370",11,-18,6,0.328824618134062,0.0444871780951884
"1371",11,-18,7,0.29935726913737,0.115956999247344
"1372",11,-18,8,0.346455780855368,0.231506799320884
"1373",11,-18,9,0.337816588766909,0.395414998542162
"1374",11,-18,10,0.338792959050412,0.604031459839531
"1375",11,-18,11,0.311919856178428,0.852897761727856
"1376",11,-18,12,0.28846531564167,1.13898979611491
"1377",11,-18,13,0.331701027957045,1.46023019976171
"1378",11,-18,14,0.327376405489547,1.81239200644466
"1379",11,-18,15,0.325615941268477,2.18955767656212
"1380",11,-18,16,0.320210604260896,2.58508786070663
"1381",11,-18,17,0.313635772794015,2.99091969418201
"1382",11,-18,18,0.296138802864719,3.39873582254465
"1383",11,-18,19,0.225987526019515,3.80053752079505
"1384",11,-18,20,0.183628422226252,4.18905185885837
"1385",11,-18,21,0.125624235075141,4.55747888929449
"1386",11,-18,22,0.0141471702957539,4.90018377476888
"1387",11,-18,23,0,5.21267291041624
"1388",11,-18,24,0,5.49123215145344
"1389",11,-18,25,0,4.73559981262012
"1390",11,-18,26,0,2.95333987223162
"1391",11,-18,27,0,3.15845969301241
"1392",11,-18,28,0,3.3507442119323
"1393",11,-18,29,0,3.52674347074209
"1394",11,-18,30,0,2.31234362087188
"1395",11,-17,-15,0,0
"1396",11,-17,-14,0,0
"1397",11,-17,-13,0,0
"1398",11,-17,-12,0,0
"1399",11,-17,-11,0,0
"1400",11,-17,-10,0,0
"1401",11,-17,-9,0,0
"1402",11,-17,-8,0,0
"1403",11,-17,-7,0,0
"1404",11,-17,-6,0,0
"1405",11,-17,-5,0,0
"1406",11,-17,-4,0,0
"1407",11,-17,-3,0,0
"1408",11,-17,-2,2.00362614406812e-08,0
"1409",11,-17,-1,6.19135427961027e-07,0
"1410",11,-17,0,1.245678139141e-05,0
"1411",11,-17,1,0.000243514897021337,0
"1412",11,-17,2,0.00460439954444614,0
"1413",11,-17,3,0.0723701868164268,0
"1414",11,-17,4,0.304033330024057,0
"1415",11,-17,5,0.315123981000895,0.00763682490986235
"1416",11,-17,6,0.334354544388947,0.0454024163932497
"1417",11,-17,7,0.321886583730851,0.118077864824948
"1418",11,-17,8,0.354434052331594,0.236645400775605
"1419",11,-17,9,0.342758299397105,0.403493981059177
"1420",11,-17,10,0.359873399157574,0.614887349952231
"1421",11,-17,11,0.339588396855156,0.86670029089852
"1422",11,-17,12,0.339912347881784,1.15685109329011
"1423",11,-17,13,0.325379127361605,1.4831131290723
"1424",11,-17,14,0.332565816108788,1.84055145944843
"1425",11,-17,15,0.328911899010615,2.2232494271953
"1426",11,-17,16,0.323074057591352,2.62388305191331
"1427",11,-17,17,0.321418386042751,3.03416850573776
"1428",11,-17,18,0.284999074721841,3.44581383987408
"1429",11,-17,19,0.254695680876345,3.85115425267395
"1430",11,-17,20,0.177690265108554,4.24294634976996
"1431",11,-17,21,0.15926811824677,4.61483008404635
"1432",11,-17,22,0.0362771247493036,4.96162057865168
"1433",11,-17,23,0,5.27894508141215
"1434",11,-17,24,0,5.56205771557331
"1435",11,-17,25,0,4.81011737988857
"1436",11,-17,26,0,3.0310131503209
"1437",11,-17,27,0,3.23870131046685
"1438",11,-17,28,0,3.4326629632558
"1439",11,-17,29,0,3.51359969211387
"1440",11,-17,30,0,2.18462606091303
"1441",11,-16,-15,0,0
"1442",11,-16,-14,0,0
"1443",11,-16,-13,0,0
"1444",11,-16,-12,0,0
"1445",11,-16,-11,0,0
"1446",11,-16,-10,0,0
"1447",11,-16,-9,0,0
"1448",11,-16,-8,0,0
"1449",11,-16,-7,0,0
"1450",11,-16,-6,0,0
"1451",11,-16,-5,0,0
"1452",11,-16,-4,0,0
"1453",11,-16,-3,0,0
"1454",11,-16,-2,2.03948194483567e-08,0
"1455",11,-16,-1,6.36900888640851e-07,0
"1456",11,-16,0,1.28006670244717e-05,0
"1457",11,-16,1,0.000249614525460243,0
"1458",11,-16,2,0.00470914175934847,0
"1459",11,-16,3,0.0738529383437558,0
"1460",11,-16,4,0.297199437997504,0
"1461",11,-16,5,0.316209195147308,0.0078988329737303
"1462",11,-16,6,0.339649203019445,0.0463375987261961
"1463",11,-16,7,0.315894198816313,0.120505933246714
"1464",11,-16,8,0.364507104168908,0.242113453486492
"1465",11,-16,9,0.375187564457587,0.411890242896091
"1466",11,-16,10,0.345832986035429,0.626052022713278
"1467",11,-16,11,0.322913947022475,0.881172621609628
"1468",11,-16,12,0.335637302795033,1.17591335206199
"1469",11,-16,13,0.335496308987051,1.50742654107568
"1470",11,-16,14,0.336639068873821,1.87044115097851
"1471",11,-16,15,0.331954453296113,2.25871845834779
"1472",11,-16,16,0.325839662626839,2.66433674986599
"1473",11,-16,17,0.317335856019738,3.07895076470925
"1474",11,-16,18,0.284513720203388,3.49455159484556
"1475",11,-16,19,0.233911017078623,3.9036166680953
"1476",11,-16,20,0.190575857194629,4.29918535304589
"1477",11,-16,21,0.15471026679506,4.67547049942667
"1478",11,-16,22,0.0676921546199742,5.02751085827749
"1479",11,-16,23,0,5.34997177048729
"1480",11,-16,24,0,5.63735785938541
"1481",11,-16,25,0,4.88875476777939
"1482",11,-16,26,0,3.11244331813822
"1483",11,-16,27,0,3.32229180385719
"1484",11,-16,28,0,3.51756968736901
"1485",11,-16,29,0,3.42775896614084
"1486",11,-16,30,0,2.04313339388823
"1487",11,-15,-15,0,0
"1488",11,-15,-14,0,0
"1489",11,-15,-13,0,0
"1490",11,-15,-12,0,0
"1491",11,-15,-11,0,0
"1492",11,-15,-10,0,0
"1493",11,-15,-9,0,0
"1494",11,-15,-8,0,0
"1495",11,-15,-7,0,0
"1496",11,-15,-6,0,0
"1497",11,-15,-5,0,0
"1498",11,-15,-4,0,0
"1499",11,-15,-3,0,0
"1500",11,-15,-2,2.37428710161183e-08,0
"1501",11,-15,-1,6.55235250989242e-07,0
"1502",11,-15,0,1.31612248950363e-05,0
"1503",11,-15,1,0.000255982614849733,0
"1504",11,-15,2,0.00482841238004364,0
"1505",11,-15,3,0.0755415328873683,0
"1506",11,-15,4,0.303261795227713,0
"1507",11,-15,5,0.336971603073563,0.00818118104510386
"1508",11,-15,6,0.355270703313072,0.0472927059546806
"1509",11,-15,7,0.335298020590099,0.123268839164278
"1510",11,-15,8,0.373527283963793,0.247909889529129
"1511",11,-15,9,0.381234357865419,0.420601950665925
"1512",11,-15,10,0.334440562931811,0.637598344186726
"1513",11,-15,11,0.317467504959553,0.89649660648212
"1514",11,-15,12,0.355214407579164,1.19629277749442
"1515",11,-15,13,0.342123559363371,1.53330361610724
"1516",11,-15,14,0.340084645154918,1.9021736982669
"1517",11,-15,15,0.334808046432672,2.29593474326377
"1518",11,-15,16,0.340980559001793,2.70641095885634
"1519",11,-15,17,0.283751845981733,3.12538229548788
"1520",11,-15,18,0.258133755923862,3.54514841562883
"1521",11,-15,19,0.250483617268223,3.95832551113719
"1522",11,-15,20,0.189823481009764,4.35860376544312
"1523",11,-15,21,0.197684556634361,4.74052536276646
"1524",11,-15,22,0.0900728435117312,5.09829881702274
"1525",11,-15,23,0,5.42564588994193
"1526",11,-15,24,0,5.71695560981737
"1527",11,-15,25,0,4.97130920123565
"1528",11,-15,26,0,3.19740374721111
"1529",11,-15,27,0,3.40911675849863
"1530",11,-15,28,0,3.60644224143437
"1531",11,-15,29,0,3.33594882533801
"1532",11,-15,30,0,1.97202097876691
"1533",11,-14,-14,0,0
"1534",11,-14,-13,0,0
"1535",11,-14,-12,0,0
"1536",11,-14,-11,0,0
"1537",11,-14,-10,0,0
"1538",11,-14,-9,0,0
"1539",11,-14,-8,0,0
"1540",11,-14,-7,0,0
"1541",11,-14,-6,0,0
"1542",11,-14,-5,0,0
"1543",11,-14,-4,0,0
"1544",11,-14,-3,0,0
"1545",11,-14,-2,3.01188849264533e-08,0
"1546",11,-14,-1,6.74586859375661e-07,0
"1547",11,-14,0,1.35747539083747e-05,0
"1548",11,-14,1,0.000263265386155968,0
"1549",11,-14,2,0.00498362290705174,0
"1550",11,-14,3,0.0777873411032534,0
"1551",11,-14,4,0.307621284835217,0
"1552",11,-14,5,0.334749094767602,0.00848386339256797
"1553",11,-14,6,0.338541334339587,0.0482677185265731
"1554",11,-14,7,0.358309775190981,0.12636641014895
"1555",11,-14,8,0.380367103270794,0.254033540634467
"1556",11,-14,9,0.367682787124529,0.42962717423572
"1557",11,-14,10,0.351200704155191,0.649656074991581
"1558",11,-14,11,0.342512270244497,0.912897273281247
"1559",11,-14,12,0.368407186433798,1.21809200910465
"1560",11,-14,13,0.346841196640692,1.56092987589787
"1561",11,-14,14,0.343136463499165,1.93573261966744
"1562",11,-14,15,0.3375493035153,2.33486513750519
"1563",11,-14,16,0.309685430809625,2.75012721935909
"1564",11,-14,17,0.290346643032671,3.17367197596263
"1565",11,-14,18,0.272969418946772,3.59791144587802
"1566",11,-14,19,0.228875729818947,4.01608849653152
"1567",11,-14,20,0.222114247607141,4.42235769100881
"1568",11,-14,21,0.221504213067729,4.81060874871362
"1569",11,-14,22,0.0977088095123487,5.17390663424294
"1570",11,-14,23,0,5.50579646058783
"1571",11,-14,24,0,5.80065335967466
"1572",11,-14,25,0,5.05755837256048
"1573",11,-14,26,0,3.2858902285356
"1574",11,-14,27,0,3.50049176673425
"1575",11,-14,28,0,3.70093304027166
"1576",11,-14,29,0,3.24164107238074
"1577",11,-14,30,0,2.05849872308751
"1578",11,-13,-13,0,0
"1579",11,-13,-12,0,0
"1580",11,-13,-11,0,0
"1581",11,-13,-10,0,0
"1582",11,-13,-9,0,0
"1583",11,-13,-8,0,0
"1584",11,-13,-7,0,0
"1585",11,-13,-6,0,0
"1586",11,-13,-5,0,0
"1587",11,-13,-4,0,0
"1588",11,-13,-3,0,0
"1589",11,-13,-2,3.40956680432557e-08,0
"1590",11,-13,-1,7.00277979391868e-07,0
"1591",11,-13,0,1.4081094509453e-05,0
"1592",11,-13,1,0.000273092103269214,0
"1593",11,-13,2,0.00511565579963831,0
"1594",11,-13,3,0.0796377259808782,0
"1595",11,-13,4,0.311353098210175,0
"1596",11,-13,5,0.355492205740092,0.00880687386349552
"1597",11,-13,6,0.32932242489224,0.0492657029742409
"1598",11,-13,7,0.375232867053079,0.129798160122753
"1599",11,-13,8,0.386494323406384,0.260483138547968
"1600",11,-13,9,0.374542118688223,0.438964854505615
"1601",11,-13,10,0.361159740638717,0.662400655600899
"1602",11,-13,11,0.353237562424393,0.930579837462428
"1603",11,-13,12,0.379754772143658,1.24145083163288
"1604",11,-13,13,0.381673309604764,1.59043976855256
"1605",11,-13,14,0.345925585514054,1.97108986046114
"1606",11,-13,15,0.333388728706273,2.37548065796419
"1607",11,-13,16,0.322996500506629,2.79568079811681
"1608",11,-13,17,0.284159874517017,3.22407999241405
"1609",11,-13,18,0.262939417461097,3.65358500135781
"1610",11,-13,19,0.267429014540958,4.07807072168595
"1611",11,-13,20,0.255812130533156,4.49125030616541
"1612",11,-13,21,0.232779418755712,4.88568292878222
"1613",11,-13,22,0.099719135200898,5.25416977568789
"1614",11,-13,23,0,5.59023150266741
"1615",11,-13,24,0,5.88823551075862
"1616",11,-13,25,0,5.1476664570473
"1617",11,-13,26,0,3.37954183531773
"1618",11,-13,27,0,3.59780626677692
"1619",11,-13,28,0,3.8009589956929
"1620",11,-13,29,0,3.14223735859199
"1621",11,-13,30,0,2.1637181999449
"1622",11,-12,-12,0,0
"1623",11,-12,-11,0,0
"1624",11,-12,-10,0,0
"1625",11,-12,-9,0,0
"1626",11,-12,-8,0,0
"1627",11,-12,-7,0,0
"1628",11,-12,-6,0,0
"1629",11,-12,-5,0,0
"1630",11,-12,-4,0,0
"1631",11,-12,-3,0,0
"1632",11,-12,-2,3.54766974249656e-08,0
"1633",11,-12,-1,7.35104522725667e-07,0
"1634",11,-12,0,1.45549799585845e-05,0
"1635",11,-12,1,0.000280686008884398,0
"1636",11,-12,2,0.00524245615492008,0
"1637",11,-12,3,0.081379556957496,0
"1638",11,-12,4,0.3084300987916,0
"1639",11,-12,5,0.364688373225024,0.00915020588417445
"1640",11,-12,6,0.341728511849558,0.0503229977935598
"1641",11,-12,7,0.375266292925044,0.133563501208686
"1642",11,-12,8,0.363606522836376,0.267257315421299
"1643",11,-12,9,0.36919442909594,0.448660895111691
"1644",11,-12,10,0.343061928290594,0.676049730044276
"1645",11,-12,11,0.365972147067613,0.949660646728879
"1646",11,-12,12,0.386810572730824,1.26656953869846
"1647",11,-12,13,0.354006690758285,1.62182197665592
"1648",11,-12,14,0.380170361864464,2.0082142082931
"1649",11,-12,15,0.307027259492909,2.41789330921202
"1650",11,-12,16,0.307807358089771,2.84332385370015
"1651",11,-12,17,0.299513274646138,3.27723730861171
"1652",11,-12,18,0.278578089208467,3.71332678112563
"1653",11,-12,19,0.289221981816373,4.1452720700027
"1654",11,-12,20,0.268571080161119,4.56530159619756
"1655",11,-12,21,0.236655236672741,4.96559026189093
"1656",11,-12,22,0.100150677114653,5.33890234972831
"1657",11,-12,23,0,5.67875050585656
"1658",11,-12,24,0,5.98011283827048
"1659",11,-12,25,0,5.243529571623
"1660",11,-12,26,0,3.47939262091229
"1661",11,-12,27,0,3.70085717706182
"1662",11,-12,28,0,3.9063643855353
"1663",11,-12,29,0,3.03600781154551
"1664",11,-12,30,0,2.27408514970294
"1665",11,-11,-11,0,0
"1666",11,-11,-10,0,0
"1667",11,-11,-9,0,0
"1668",11,-11,-8,0,0
"1669",11,-11,-7,0,0
"1670",11,-11,-6,0,0
"1671",11,-11,-5,0,0
"1672",11,-11,-4,0,0
"1673",11,-11,-3,0,0
"1674",11,-11,-2,3.66834328131749e-08,0
"1675",11,-11,-1,7.65717739929943e-07,0
"1676",11,-11,0,1.50318299838403e-05,0
"1677",11,-11,1,0.000288773133516863,0
"1678",11,-11,2,0.00537609044895733,0
"1679",11,-11,3,0.0831994828975772,0
"1680",11,-11,4,0.310427023535839,0
"1681",11,-11,5,0.373872460569766,0.00951385245994378
"1682",11,-11,6,0.32769267059841,0.0515035216892187
"1683",11,-11,7,0.396340411563044,0.137661743905986
"1684",11,-11,8,0.368920314341302,0.274354604236473
"1685",11,-11,9,0.371135309961874,0.458852886351564
"1686",11,-11,10,0.391621174792751,0.690871971514015
"1687",11,-11,11,0.385977399156749,0.970285865302758
"1688",11,-11,12,0.391655204534844,1.29360803064017
"1689",11,-11,13,0.357619883870054,1.65505049530746
"1690",11,-11,14,0.332968575628436,2.04711479249882
"1691",11,-11,15,0.343919628250935,2.46236219390464
"1692",11,-11,16,0.296065636913603,2.89355352981614
"1693",11,-11,17,0.294593258635157,3.33427987948705
"1694",11,-11,18,0.313365648256992,3.77832826012722
"1695",11,-11,19,0.305095345198438,4.21779488586107
"1696",11,-11,20,0.303800540685737,4.64436171864024
"1697",11,-11,21,0.237852806603213,5.05015140363512
"1698",11,-11,22,0.100345566846228,5.42793575390587
"1699",11,-11,23,0,5.77209255460238
"1700",11,-11,24,0,6.07830025208025
"1701",11,-11,25,0,5.34578770772565
"1702",11,-11,26,0,3.58521539376468
"1703",11,-11,27,0,3.80959264592879
"1704",11,-11,28,0,4.01720386700198
"1705",11,-11,29,0,2.92297376802111
"1706",11,-11,30,0,2.39091447845632
"1707",11,-10,-10,0,0
"1708",11,-10,-9,0,0
"1709",11,-10,-8,0,0
"1710",11,-10,-7,0,0
"1711",11,-10,-6,0,0
"1712",11,-10,-5,0,0
"1713",11,-10,-4,0,0
"1714",11,-10,-3,0,0
"1715",11,-10,-2,3.7815353248881e-08,0
"1716",11,-10,-1,7.96227385793915e-07,0
"1717",11,-10,0,1.55523795611342e-05,0
"1718",11,-10,1,0.000297520900140268,0
"1719",11,-10,2,0.00551884209589585,0
"1720",11,-10,3,0.0851157903568044,0
"1721",11,-10,4,0.31985080997483,0
"1722",11,-10,5,0.381119007794984,0.00989780617533842
"1723",11,-10,6,0.356315829192617,0.0528887366157422
"1724",11,-10,7,0.409561329079514,0.142092097298464
"1725",11,-10,8,0.394132950715066,0.281773439262281
"1726",11,-10,9,0.357779733154358,0.469747113140973
"1727",11,-10,10,0.393307958217522,0.707057228885826
"1728",11,-10,11,0.394080065082078,0.992671678466859
"1729",11,-10,12,0.363700690661958,1.32256126792723
"1730",11,-10,13,0.358852327026273,1.69009851378721
"1731",11,-10,14,0.322773214026667,2.08801376782548
"1732",11,-10,15,0.334983441876972,2.50927728891686
"1733",11,-10,16,0.299759930095093,2.94745674431724
"1734",11,-10,17,0.316301883798,3.39657123398559
"1735",11,-10,18,0.313872303331539,3.84880664086325
"1736",11,-10,19,0.310796008837587,4.29549893694168
"1737",11,-10,20,0.304107262120425,4.72825833103859
"1738",11,-10,21,0.238140640085059,5.13925835779028
"1739",11,-10,22,0.100388021162221,5.5223954571741
"1740",11,-10,23,0,5.87220663372022
"1741",11,-10,24,0,6.18309063194128
"1742",11,-10,25,0,5.45427882195046
"1743",11,-10,26,0,3.6970585740149
"1744",11,-10,27,0,3.92411019999594
"1745",11,-10,28,0,4.13422546857492
"1746",11,-10,29,0,2.79577181160625
"1747",11,-10,30,0,2.51728199224198
"1748",11,-9,-9,0,0
"1749",11,-9,-8,0,0
"1750",11,-9,-7,0,0
"1751",11,-9,-6,0,0
"1752",11,-9,-5,0,0
"1753",11,-9,-4,0,0
"1754",11,-9,-3,0,0
"1755",11,-9,-2,3.89639347792957e-08,0
"1756",11,-9,-1,8.30793136937423e-07,0
"1757",11,-9,0,1.61368967297448e-05,0
"1758",11,-9,1,0.000307142490785523,0
"1759",11,-9,2,0.00567347513036019,0
"1760",11,-9,3,0.0871546874671512,0
"1761",11,-9,4,0.322750830619326,0
"1762",11,-9,5,0.38477162925344,0.0103020591942429
"1763",11,-9,6,0.354689806551263,0.0545765281343555
"1764",11,-9,7,0.394125510087859,0.146853669295847
"1765",11,-9,8,0.36124703847192,0.289529826272021
"1766",11,-9,9,0.373503974519713,0.481614329054503
"1767",11,-9,10,0.40338607176188,0.724758030586461
"1768",11,-9,11,0.399957622914617,1.0170080417351
"1769",11,-9,12,0.376223134718515,1.35340536790966
"1770",11,-9,13,0.338647805319626,1.7270695773645
"1771",11,-9,14,0.324174933286821,2.13125350373254
"1772",11,-9,15,0.303110864744463,2.55962641463995
"1773",11,-9,16,0.334164566084372,3.00653287056735
"1774",11,-9,17,0.321559317736818,3.46448507695586
"1775",11,-9,18,0.320698638794938,3.92463424524134
"1776",11,-9,19,0.312753700489324,4.37821933027664
"1777",11,-9,20,0.304901422684567,4.81699038984973
"1778",11,-9,21,0.205901281636925,5.23444532143186
"1779",11,-9,22,0.0669134089657731,5.62399987499646
"1780",11,-9,23,0,5.97915722703855
"1781",11,-9,24,0,6.29443952004059
"1782",11,-9,25,0,5.56913148898736
"1783",11,-9,26,0,3.81531353945478
"1784",11,-9,27,0,4.04649228183228
"1785",11,-9,28,0,4.2497125654902
"1786",11,-9,29,0,2.65000094890173
"1787",11,-9,30,0,2.6533561310192
"1788",11,-8,-8,0,0
"1789",11,-8,-7,0,0
"1790",11,-8,-6,0,0
"1791",11,-8,-5,0,0
"1792",11,-8,-4,0,0
"1793",11,-8,-3,0,0
"1794",11,-8,-2,4.01245009276936e-08,0
"1795",11,-8,-1,8.70787101912719e-07,0
"1796",11,-8,0,1.6807792608753e-05,0
"1797",11,-8,1,0.000317941712665839,0
"1798",11,-8,2,0.00584397297045408,0
"1799",11,-8,3,0.0893535264026126,0
"1800",11,-8,4,0.329743631782188,0
"1801",11,-8,5,0.37114514875103,0.0107266032600538
"1802",11,-8,6,0.366645141212641,0.0566002455914154
"1803",11,-8,7,0.39240584885491,0.15194546690806
"1804",11,-8,8,0.38625551592168,0.297754415534071
"1805",11,-8,9,0.394116152369034,0.494759058914453
"1806",11,-8,10,0.410340646882569,0.744207660411658
"1807",11,-8,11,0.372182722377187,1.04329773428478
"1808",11,-8,12,0.350676430931685,1.38614102902345
"1809",11,-8,13,0.350228080428942,1.76628955524373
"1810",11,-8,14,0.340544081513739,2.17766286649444
"1811",11,-8,15,0.35057190363552,2.61499727465874
"1812",11,-8,16,0.35801811962051,3.07136435446426
"1813",11,-8,17,0.329814354059137,3.53791058057863
"1814",11,-8,18,0.322825363145156,4.00565407034727
"1815",11,-8,19,0.313418349982044,4.46613693641873
"1816",11,-8,20,0.308524266496709,4.91247008752901
"1817",11,-8,21,0.209483525027758,5.33707606733329
"1818",11,-8,22,0.0668601513791178,5.73271753393653
"1819",11,-8,23,0,6.09303184203288
"1820",11,-8,24,0,6.41258661914523
"1821",11,-8,25,0,5.69171312916253
"1822",11,-8,26,0,3.94334665678085
"1823",11,-8,27,0,4.17937075637265
"1824",11,-8,28,0,4.24812190368836
"1825",11,-8,29,0,2.6121940339974
"1826",11,-8,30,0,2.79915284012663
"1827",11,-7,-7,0,0
"1828",11,-7,-6,0,0
"1829",11,-7,-5,0,0
"1830",11,-7,-4,0,0
"1831",11,-7,-3,0,0
"1832",11,-7,-2,4.12921681378576e-08,0
"1833",11,-7,-1,9.18184068802391e-07,0
"1834",11,-7,0,1.75996197070015e-05,0
"1835",11,-7,1,0.000330374213660115,0
"1836",11,-7,2,0.00603611732777453,0
"1837",11,-7,3,0.0917654421426812,0
"1838",11,-7,4,0.337282583486678,0
"1839",11,-7,5,0.384289322805565,0.0111714296958516
"1840",11,-7,6,0.369428192959752,0.0589596755313294
"1841",11,-7,7,0.409594261040761,0.157366396552345
"1842",11,-7,8,0.353325491092096,0.306695659010851
"1843",11,-7,9,0.409416594234758,0.50937364897049
"1844",11,-7,10,0.420491015999049,0.765632278519139
"1845",11,-7,11,0.365460329043912,1.07151934672347
"1846",11,-7,12,0.356904899556953,1.42101620631517
"1847",11,-7,13,0.335896197487043,1.80841234075972
"1848",11,-7,14,0.35945683749788,2.22886743190417
"1849",11,-7,15,0.377428335081384,2.67623737352422
"1850",11,-7,16,0.369198943045015,3.14186326016988
"1851",11,-7,17,0.332187132146491,3.61670145880729
"1852",11,-7,18,0.32335040145159,4.09233274636869
"1853",11,-7,19,0.288959487842793,4.561425197668
"1854",11,-7,20,0.263058950561658,5.01565000240531
"1855",11,-7,21,0.206975916305578,5.44715088584407
"1856",11,-7,22,0.0333730066605102,5.8487608774265
"1857",11,-7,23,0,6.21468404831327
"1858",11,-7,24,0,6.54044845790354
"1859",11,-7,25,0,5.82535724055858
"1860",11,-7,26,0,4.08236011156447
"1861",11,-7,27,0,4.32288666848792
"1862",11,-7,28,0,4.1675404855618
"1863",11,-7,29,0,2.75319512212799
"1864",11,-7,30,0,2.95784339616362
"1865",11,-6,-6,0,0
"1866",11,-6,-5,0,0
"1867",11,-6,-4,0,0
"1868",11,-6,-3,0,0
"1869",11,-6,-2,4.24620139476874e-08,0
"1870",11,-6,-1,9.83742686686009e-07,0
"1871",11,-6,0,1.85642970316458e-05,0
"1872",11,-6,1,0.000345139923111868,0
"1873",11,-6,2,0.00625839568237691,0
"1874",11,-6,3,0.0944663960994614,0
"1875",11,-6,4,0.332536899788835,0
"1876",11,-6,5,0.367591371855903,0.0116365294045801
"1877",11,-6,6,0.39232645566036,0.0616544083595619
"1878",11,-6,7,0.394244459548464,0.163117697049381
"1879",11,-6,8,0.38375399335254,0.316703774917765
"1880",11,-6,9,0.422612506981563,0.525709122374365
"1881",11,-6,10,0.406272465013224,0.789044657853328
"1882",11,-6,11,0.36676452350034,1.10176465723143
"1883",11,-6,12,0.37057415591799,1.45855541286776
"1884",11,-6,13,0.367074157928255,1.85502858503491
"1885",11,-6,14,0.376002066582346,2.28602242064783
"1886",11,-6,15,0.37654495091217,2.74329287945473
"1887",11,-6,16,0.341146684849721,3.21790650537912
"1888",11,-6,17,0.332582798513846,3.70171005024335
"1889",11,-6,18,0.306528005028374,4.1869020207808
"1890",11,-6,19,0.285696904561186,4.66467353608929
"1891",11,-6,20,0.258177678681902,5.12665681412231
"1892",11,-6,21,0.187971722946604,5.56519862165014
"1893",11,-6,22,0,5.9743035757176
"1894",11,-6,23,0,6.34776604026171
"1895",11,-6,24,0,6.68006567010169
"1896",11,-6,25,0,5.97046808303901
"1897",11,-6,26,0,4.23266697593642
"1898",11,-6,27,0,4.47848686737987
"1899",11,-6,28,0,4.08890122095035
"1900",11,-6,29,0,2.92088008012026
"1901",11,-6,30,0,3.13160300678206
"1902",11,-5,-5,0,0
"1903",11,-5,-4,0,0
"1904",11,-5,-3,0,0
"1905",11,-5,-2,5.44994381979271e-08,0
"1906",11,-5,-1,1.07125818276068e-06,0
"1907",11,-5,0,1.98099748912397e-05,0
"1908",11,-5,1,0.000363330079682257,0
"1909",11,-5,2,0.00652368524382096,0
"1910",11,-5,3,0.097566418803889,0
"1911",11,-5,4,0.33548873044942,0
"1912",11,-5,5,0.365787038772421,0.0121218928692363
"1913",11,-5,6,0.421801249450139,0.0646839325576812
"1914",11,-5,7,0.404324548574178,0.169295085680311
"1915",11,-5,8,0.402397745968348,0.328104985803548
"1916",11,-5,9,0.439561291349413,0.544036315937964
"1917",11,-5,10,0.410146730261999,0.814440997430961
"1918",11,-5,11,0.353151758376372,1.13447039524294
"1919",11,-5,12,0.376487314567281,1.50021106630494
"1920",11,-5,13,0.398929776341917,1.90762643611239
"1921",11,-5,14,0.379399172121364,2.34913196190905
"1922",11,-5,15,0.349034882715335,2.81609312211358
"1923",11,-5,16,0.348814078434107,3.30080296280925
"1924",11,-5,17,0.328935622135801,3.79503145014696
"1925",11,-5,18,0.279156670216068,4.2897466351061
"1926",11,-5,19,0.264258394095311,4.77620862971382
"1927",11,-5,20,0.223860737477688,5.24699679236124
"1928",11,-5,21,0.12887922614903,5.694797666293
"1929",11,-5,22,0,6.11234010620033
"1930",11,-5,23,0,6.49316012647208
