"location","Month","Tmax","Tmin","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
"ARCEN AWS",1,1.90168832035595,1.95338375973304,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,2.60290378197998,2.00106985539488,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,1.39522057842047,1.03987208008899,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,1.38028665183537,1.15055305895439,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,1.86855228031146,1.55939187986652,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,1.86019599555061,1.67420622914349,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,2.68909321468298,2.12773103448276,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,2.71389187986652,1.82501223581757,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,3.09142714126807,2.35065706340378,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,2.59350344827586,2.55772013348165,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,2.170810567297,2.04381768631813,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,2.79197007786429,2.7986828698554,"ssp126",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,2.28524315906563,2.21907408231368,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,3.13981991101224,2.56001824249166,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,2.06794315906563,1.66141401557286,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,1.94410600667408,1.59045305895439,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,2.36787808676307,1.85521123470523,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,2.26725406006674,1.78744493882091,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,3.19796418242491,2.59607296996663,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,3.02861768631813,1.9025703003337,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,3.87860456062291,2.89431835372636,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,3.09303570634038,2.35713303670745,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,2.87608798665183,2.62253704115684,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,2.39039911012236,2.36163448275862,"ssp126",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,1.85693670745273,1.91240311457175,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,2.36045862068966,1.87141501668521,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,2.92786573971079,2.00486562847608,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,1.71258342602892,1.55062725250278,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,2.49635550611791,2.18814349276975,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,2.14194760845384,2.01398364849833,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,2.87328353726362,2.36169555061179,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,3.05242413793103,2.43445094549499,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,3.35828520578421,2.45866028921023,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,2.71886796440489,2.3510233592881,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,2.60171379310345,2.35191446051168,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,3.00559588431591,3.01239254727475,"ssp245",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,1.98059799777531,1.96169988876529,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,2.71896507230256,2.31248921023359,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,2.74438186874305,2.07414304783092,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,2.69880278086763,2.35485305895439,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,2.66551034482758,2.2644467185762,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,3.47582502780868,3.06751590656285,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,4.54346740823137,3.82086974416018,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,4.60946929922136,3.8357638487208,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,4.58012714126808,3.77194093437152,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,3.7812808676307,3.11407174638487,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,3.49740734149055,3.20714349276974,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,3.19541523915462,3.1870828698554,"ssp245",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,1.50645928809789,1.60713537263626,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,2.65776507230256,2.18263759733037,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,1.59874961067853,1.48690111234705,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,1.38597052280311,1.28466273637375,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,2.7267296996663,2.33795639599555,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,2.22030567296997,1.96705139043381,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,2.70178676307008,2.28794071190211,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,3.34449510567297,2.18713159065628,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,3.81091746384872,2.51607641824249,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,2.98624860956618,2.11109110122358,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,2.78555895439377,2.50413381535039,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,2.06612814238042,2.26823770856507,"ssp370",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,3.0309850945495,3.04165472747497,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,4.1193489432703,3.59119243604004,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,3.38585928809789,2.64433982202447,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,3.38153503893215,2.98017886540601,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,4.36870389321468,3.57930155728587,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,5.06482825361513,4.35980300333704,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,5.96299321468298,5.16216974416018,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,6.11150478309233,4.63352191323693,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,5.98703036707453,4.72352480533926,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,5.16524215795328,4.32476852057842,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,4.85427185761958,4.58501768631813,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,4.4049829810901,4.39604738598443,"ssp370",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,1.73252703003337,1.54240956618465,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,2.81249410456062,2.29773437152392,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,2.84188186874305,2.29580111234705,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,1.60211890989989,1.45279176863181,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,2.5274296996663,2.39729187986652,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,1.87261857619577,1.73777074527252,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,2.97726740823137,2.59901167964405,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,3.28613704115684,2.48013804226919,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,3.32360778642937,2.42582803114572,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,2.75068409343715,1.98281045606229,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,2.59640088987764,2.27549187986652,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,2.89213459399333,2.99442480533927,"ssp585",2035,2065,2050,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,4.19099477196885,4.23889343715239,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",2,4.65438765294772,3.90768921023359,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",3,4.64212380422692,4.06353659621802,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",4,3.43323503893215,3.06998854282536,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",5,4.98047486095662,4.07972736373749,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",6,6.0311637374861,5.09894493882091,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",7,7.18670289210234,6.04105684093437,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",8,7.10971446051168,5.81680901001112,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",9,7.80158843159066,5.92069254727475,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",10,6.79692925472748,5.88787819799777,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",11,5.3023234705228,5.04398220244716,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",12,5.23769265850945,5.21471512791991,"ssp585",2070,2100,2085,2000,"relative","ACCESS-CM2"
"ARCEN AWS",1,1.04103448275862,2.07679655172414,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,0.0804509454949933,1.22213159065628,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,1.48684393770857,1.69232491657397,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,1.15594938820912,1.60249555061179,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,-0.0814070077864315,2.0120935483871,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,0.793801001112346,0.578408565072302,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,1.94782358175751,1.43010055617353,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,1.94480545050056,1.90314616240267,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,1.76836140155729,0.98293170189099,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,1.98733959955506,1.71355884315907,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,1.31239755283648,1.75326106785317,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,0.584342714126807,1.75840667408231,"ssp126",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,1.33863770856507,1.08707397107898,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,-0.0205619577308127,1.51789933259177,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,2.41444393770857,2.16577330367075,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,1.1095171301446,2.01048264738598,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,-0.131065072302558,1.78053870967742,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,0.613275194660734,1.06907308120134,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,1.86753325917686,1.09646829810901,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,1.85509254727475,2.07944293659622,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,1.57747430478309,1.35533492769744,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,1.14313959955506,1.89628142380423,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,1.35794593993326,1.61656751946607,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,1.00923948832036,1.83883893214683,"ssp126",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,1.33095061179088,1.44860622914349,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,0.420918687430477,1.43629288097887,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,1.91909877641824,2.04989588431591,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,2.06122035595106,1.4885084538376,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,1.00324783092325,2.87814193548387,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,1.50652680756396,1.59499888765295,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,2.61798809788654,1.67916829810901,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,3.09755061179088,2.64513003337041,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,2.44265172413793,1.78832202447163,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,1.91863959955506,2.73635239154616,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,1.43840723025584,1.52916751946607,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,0.990281423804227,2.0493744160178,"ssp245",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,2.07222480533927,3.21874816462736,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,0.725818687430477,3.75327997775306,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,2.36652135706341,2.42298620689655,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,2.71807842046719,3.29628264738598,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,1.37751879866518,4.27623870967742,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,1.87093648498331,2.01699243604004,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,3.63070745272525,2.92360055617353,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,4.93111835372636,3.40652358175751,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,3.89620333704116,2.79564137931034,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,3.66466863181313,3.45548787541713,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,2.33105561735261,2.74989332591769,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,1.20852013348165,2.29521312569522,"ssp245",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,1.0933022246941,1.74275461624027,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,0.118547719688543,2.82561868743048,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,2.72262780867631,2.12074427141268,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,2.44988809788654,2.64372780867631,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,0.91303170189099,2.58442580645161,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,1.5535106785317,1.79676985539488,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,3.69414938820912,2.12684571746385,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,4.4353828698554,3.56241390433815,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,4.01169043381535,2.19422202447164,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,3.294810567297,2.60539755283648,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,1.34336529477197,2.25393203559511,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,0.88204916573971,2.47072925472748,"ssp370",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,2.7049893214683,3.65724493882091,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,1.65711546162403,4.5975573971079,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,2.34400522803115,3.84555717463849,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,3.14427842046718,4.46467619577308,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,2.48431557285873,4.71790967741935,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,2.61477519466073,2.85998598442714,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,5.34810745272525,3.61762313681869,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,7.32639254727475,4.75464293659622,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,5.98243882091213,4.6230446051168,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,5.09570734149055,5.03199110122358,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,3.05055239154616,4.82444171301446,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,2.26405561735261,4.1603873192436,"ssp370",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,1.44195706340378,2.78858364849833,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,1.32419933259177,3.90888642936596,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,1.29725038932147,2.74210878754171,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,1.71574938820912,2.62115361512792,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,1.18093815350389,3.08033870967742,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,1.66856874304783,1.89987953281424,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,3.83670745272525,2.5974553948832,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,3.93223448275862,3.50087519466073,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,2.32742269187987,2.34836718576196,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,2.6815170189099,3.06206852057842,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,1.54385239154616,2.07619332591769,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,1.71454271412681,1.60075506117909,"ssp585",2035,2065,2050,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,3.14381190211346,5.90857397107898,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",2,1.97400255839822,6.02622513904338,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",3,4.10132458286986,4.67599911012236,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",4,3.45996874304783,4.53247296996663,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",5,2.15857041156841,4.76123548387097,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",6,4.37255261401557,3.64285050055617,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",7,6.79324616240267,4.45770700778643,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",8,8.5569828698554,5.84619454949944,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",9,6.91113559510567,4.96699944382647,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",10,6.53670734149054,5.99805884315907,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",11,3.74902013348165,5.6642191323693,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",12,2.52938142380423,6.01919699666296,"ssp585",2070,2100,2085,2000,"relative","AWI-CM-1-1-MR"
"ARCEN AWS",1,1.52305784204672,1.92902825361513,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",2,1.59495406006674,2.15390867630701,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",3,0.938422803114571,1.51238843159066,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",4,1.56017497219132,1.57324482758621,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",5,1.75996829810901,1.56679410456062,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",6,1.47695183537264,1.60209043381535,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",7,2.6402213570634,2.37943459399332,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",8,2.80598209121246,2.4011424916574,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",9,2.77819098998888,2.63927196885428,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",10,2.47181379310345,2.39197775305895,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",11,1.87637919911012,1.94390656284761,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",12,2.55341023359288,2.74490311457175,"ssp126",2035,2065,2050,2000,"relative","CanESM5"
"ARCEN AWS",1,1.45719655172414,1.8765637374861,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",2,2.00697986651835,2.61456028921023,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",3,1.2922808676307,1.89725617352614,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",4,1.99763303670745,1.91340611790879,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",5,1.06525862068966,1.39303281423804,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",6,0.909448609566187,1.50242591768632,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",7,2.74608264738599,2.53336685205784,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",8,3.76713047830923,2.92666507230256,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",9,2.81585550611791,2.88608487208009,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",10,2.67034282536151,2.61201646273637,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",11,1.77291145717464,2.1309872080089,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",12,2.52603604004449,2.94877085650723,"ssp126",2070,2100,2085,2000,"relative","CanESM5"
"ARCEN AWS",1,1.98157252502781,-0.326512013348165,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"ARCEN AWS",2,2.05615372636263,0.932697219132369,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"ARCEN AWS",3,2.05126874304783,0.0428695216907675,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"ARCEN AWS",4,2.30548531701891,0.0900285873192436,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"ARCEN AWS",5,2.97691023359288,0.0646758620689654,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"ARCEN AWS",6,4.24630978865406,0.198940044493882,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"ARCEN AWS",7,7.53157942157954,0.963225027808676,"ssp585",2035,2065,2050,2000,"relative","CIESM"
"ARCEN AWS",8,6.11789110122358,2.52575984427141,"ssp585",2035,2065,2050,2000,"relative","CIESM"
