"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,8229.49553900601,0
"2001/2002",2002,46,46,100,4352.59765452173,16
"2002/2003",2003,46,46,100,6945.01741164725,0
"2003/2004",2004,46,46,100,6011.80945994821,33
"2004/2005",2005,46,46,100,6647.88982561033,21
"2005/2006",2006,46,46,100,7582.34420433216,36
"2006/2007",2007,46,46,100,7642.62882538431,3
"2007/2008",2008,46,46,100,7969.80123426544,0
"2008/2009",2009,46,46,100,8023.09750307514,19
"2009/2010",2010,46,46,100,8123.88506053726,0
"2010/2011",2011,46,46,100,8325.61306483927,0
"2011/2012",2012,46,46,100,7276.04374197184,30
"2012/2013",2013,46,46,100,8533.00406068563,2
"2013/2014",2014,46,46,100,5275.4817814331,16
"2014/2015",2015,46,46,100,4838.86054933933,28
"2015/2016",2016,46,46,100,5926.74762713118,17
"2016/2017",2017,46,46,100,5753.77350208769,0
"2017/2018",2018,46,46,100,7246.90738196438,14
"2018/2019",2019,46,46,100,5139.30368717341,30
"2019/2020",2020,46,46,100,9530.27766569611,0
"2020/2021",2021,46,46,100,8855.36472754832,15
"2021/2022",2022,46,46,100,10857.4438705207,27
"2022/2023",2023,46,46,100,8346.94628955238,0
"2023/2024",2024,46,46,100,6153.95999435941,0
"2024/2025",2025,46,46,100,6387.24046797375,16
"2025/2026",2026,46,46,100,8490.35463169869,2
"2026/2027",2027,46,46,100,7893.9734850782,17
"2027/2028",2028,46,46,100,8245.42271019379,0
"2028/2029",2029,46,46,100,9601.84850608511,0
"2029/2030",2030,46,46,100,6630.29861214478,4
"2030/2031",2031,46,46,100,5951.06539986702,10
"2031/2032",2032,46,46,100,6082.53550820798,2
"2032/2033",2033,46,46,100,7112.91263600485,0
"2033/2034",2034,46,46,100,8629.36796875903,0
"2034/2035",2035,46,46,100,6836.95529507706,21
"2035/2036",2036,46,46,100,7738.72353839967,8
"2036/2037",2037,46,46,100,5674.73895204253,27
"2037/2038",2038,46,46,100,7127.65587644465,0
"2038/2039",2039,46,46,100,3798.91291606333,6
"2039/2040",2040,46,46,100,6200.86826016614,4
"2040/2041",2041,46,46,100,6492.26194217056,39
"2041/2042",2042,46,46,100,7410.59291694732,9
"2042/2043",2043,46,46,100,7307.48096559569,4
"2043/2044",2044,46,46,100,8861.60093939258,1
"2044/2045",2045,46,46,100,6515.10813394049,2
"2045/2046",2046,46,46,100,6153.03945953213,11
"2046/2047",2047,46,46,100,8342.88112418214,0
"2047/2048",2048,46,46,100,8280.85229129205,6
"2048/2049",2049,46,46,100,6264.88408437418,6
"2049/2050",2050,46,46,100,8949.12249251455,0
"2050/2051",2051,46,46,100,5157.72585043265,3
"2051/2052",2052,46,46,100,4662.44694798114,7
"2052/2053",2053,46,46,100,6798.66101452615,0
"2053/2054",2054,46,46,100,6562.19776264485,4
"2054/2055",2055,46,46,100,7621.04194773082,4
"2055/2056",2056,46,46,100,9381.61838462111,0
"2056/2057",2057,46,46,100,7273.55769516528,8
"2057/2058",2058,46,46,100,9390.69515555166,0
"2058/2059",2059,46,46,100,8023.55700575095,0
"2059/2060",2060,46,46,100,8337.07054987457,0
"2060/2061",2061,46,46,100,6215.2697480116,9
"2061/2062",2062,46,46,100,8239.44829001091,0
"2062/2063",2063,46,46,100,6776.56756100152,6
"2063/2064",2064,46,46,100,4997.51895591617,43
"2064/2065",2065,46,46,100,9472.28360340651,0
"2065/2066",2066,46,46,100,9446.15677207429,5
"2066/2067",2067,46,46,100,7094.59196960274,1
"2067/2068",2068,46,46,100,10414.4033996686,0
"2068/2069",2069,46,46,100,8215.60357057769,2
"2069/2070",2070,46,46,100,7198.83592931461,17
"2070/2071",2071,46,46,100,6506.98925171234,5
"2071/2072",2072,46,46,100,5572.66016943567,25
"2072/2073",2073,46,46,100,7310.36192638334,0
"2073/2074",2074,46,46,100,8635.64808595739,8
"2074/2075",2075,46,46,100,9380.76423245389,0
"2075/2076",2076,46,46,100,5026.81749257632,10
"2076/2077",2077,46,46,100,7366.36698780954,1
"2077/2078",2078,46,46,100,5580.24495530035,32
"2078/2079",2079,46,46,100,7256.20083126146,5
"2079/2080",2080,46,46,100,9543.708961064,0
"2080/2081",2081,46,46,100,8564.55646532401,4
"2081/2082",2082,46,46,100,7894.70363259036,21
"2082/2083",2083,46,46,100,4695.02739100251,28
"2083/2084",2084,46,46,100,10028.3845260805,0
"2084/2085",2085,46,46,100,5375.9019671632,20
"2085/2086",2086,46,46,100,5868.73073343374,15
"2086/2087",2087,46,46,100,8515.19859276526,33
"2087/2088",2088,46,46,100,10606.878123614,0
"2088/2089",2089,46,46,100,7240.21120679192,0
"2089/2090",2090,46,46,100,8109.04546004813,7
"2090/2091",2091,46,46,100,5667.7526161233,13
"2091/2092",2092,46,46,100,7969.40034143813,5
"2092/2093",2093,46,46,100,7071.33992624003,3
"2093/2094",2094,46,46,100,8784.20170258451,11
"2094/2095",2095,46,46,100,3928.91096430831,46
"2095/2096",2096,46,46,100,10272.2944524726,4
"2096/2097",2097,46,46,100,4398.49507432058,22
"2097/2098",2098,46,46,100,6714.62544424646,0
"2098/2099",2099,46,46,100,7842.24045963585,0
"2099/2100",2100,46,46,100,8113.9622631995,1
