"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,8405.88876135517,0
"2001/2002",2002,46,46,100,4535.19356102774,18
"2002/2003",2003,46,46,100,7152.74058747312,1
"2003/2004",2004,46,46,100,6241.46184817166,32
"2004/2005",2005,46,46,100,6874.58193031064,23
"2005/2006",2006,46,46,100,7718.97022479418,37
"2006/2007",2007,46,46,100,7838.67204010661,4
"2007/2008",2008,46,46,100,8245.04139827937,0
"2008/2009",2009,46,46,100,8152.75183435821,18
"2009/2010",2010,46,46,100,8295.01702409761,1
"2010/2011",2011,46,46,100,8547.33149628458,0
"2011/2012",2012,46,46,100,7428.74318658607,35
"2012/2013",2013,46,46,100,8724.6675601725,3
"2013/2014",2014,46,46,100,5487.89617836964,20
"2014/2015",2015,46,46,100,5127.22842100775,39
"2015/2016",2016,46,46,100,6190.22382952832,24
"2016/2017",2017,46,46,100,5993.40328601399,4
"2017/2018",2018,46,46,100,7419.32734988909,16
"2018/2019",2019,46,46,100,5383.59653753531,32
"2019/2020",2020,46,46,100,9676.5170033786,0
"2020/2021",2021,46,46,100,9017.06309256377,15
"2021/2022",2022,46,46,100,10984.5230404423,27
"2022/2023",2023,46,46,100,8564.08423225093,0
"2023/2024",2024,46,46,100,6368.58037360525,1
"2024/2025",2025,46,46,100,6550.93927459721,18
"2025/2026",2026,46,46,100,8720.10497244028,2
"2026/2027",2027,46,46,100,8110.18192747841,17
"2027/2028",2028,46,46,100,8488.10607113084,0
"2028/2029",2029,46,46,100,9753.82172465324,0
"2029/2030",2030,46,46,100,6868.61449119868,5
"2030/2031",2031,46,46,100,6067.59342268063,9
"2031/2032",2032,46,46,100,6345.84760626126,3
"2032/2033",2033,46,46,100,7354.32074451447,3
"2033/2034",2034,46,46,100,8794.27512180991,1
"2034/2035",2035,46,46,100,7001.56578574516,23
"2035/2036",2036,46,46,100,7925.38185490249,8
"2036/2037",2037,46,46,100,5814.12370814243,25
"2037/2038",2038,46,46,100,7339.08290304849,0
"2038/2039",2039,46,46,100,4056.71761066653,12
"2039/2040",2040,46,46,100,6392.23278963892,5
"2040/2041",2041,46,46,100,6743.32872913731,39
"2041/2042",2042,46,46,100,7593.05282684509,10
"2042/2043",2043,46,46,100,7454.67588999076,6
"2043/2044",2044,46,46,100,9097.22769289417,2
"2044/2045",2045,46,46,100,6715.42556290003,3
"2045/2046",2046,46,46,100,6345.09171253815,12
"2046/2047",2047,46,46,100,8513.62678552512,0
"2047/2048",2048,46,46,100,8440.91027905047,7
"2048/2049",2049,46,46,100,6414.49371868186,6
"2049/2050",2050,46,46,100,9211.33193905698,2
"2050/2051",2051,46,46,100,5376.87640638743,4
"2051/2052",2052,46,46,100,4897.18488816265,8
"2052/2053",2053,46,46,100,6975.68847805448,0
"2053/2054",2054,46,46,100,6743.57691593515,4
"2054/2055",2055,46,46,100,7852.43069640594,4
"2055/2056",2056,46,46,100,9566.39474371821,0
"2056/2057",2057,46,46,100,7440.69045659062,8
"2057/2058",2058,46,46,100,9509.33503792668,0
"2058/2059",2059,46,46,100,8224.85429674108,0
"2059/2060",2060,46,46,100,8521.27501003025,0
"2060/2061",2061,46,46,100,6360.35089175869,10
"2061/2062",2062,46,46,100,8440.65231281379,0
"2062/2063",2063,46,46,100,6969.55982839549,10
"2063/2064",2064,46,46,100,5181.74417155422,45
"2064/2065",2065,46,46,100,9641.43445721734,1
"2065/2066",2066,46,46,100,9616.58724787924,6
"2066/2067",2067,46,46,100,7366.51701207366,4
"2067/2068",2068,46,46,100,10551.0375536131,1
"2068/2069",2069,46,46,100,8357.91176375188,2
"2069/2070",2070,46,46,100,7370.31781958789,17
"2070/2071",2071,46,46,100,6746.69054967724,7
"2071/2072",2072,46,46,100,5754.1295274701,23
"2072/2073",2073,46,46,100,7507.62789608724,1
"2073/2074",2074,46,46,100,8795.72734986711,9
"2074/2075",2075,46,46,100,9537.24609270599,0
"2075/2076",2076,46,46,100,5239.97119933739,14
"2076/2077",2077,46,46,100,7598.45464363042,2
"2077/2078",2078,46,46,100,5713.75738511793,28
"2078/2079",2079,46,46,100,7547.38688228186,9
"2079/2080",2080,46,46,100,9715.73389727622,0
"2080/2081",2081,46,46,100,8709.7419861462,4
"2081/2082",2082,46,46,100,8137.04939454515,25
"2082/2083",2083,46,46,100,4904.86846656632,26
"2083/2084",2084,46,46,100,10209.3978577573,0
"2084/2085",2085,46,46,100,5596.57355612889,20
"2085/2086",2086,46,46,100,6042.42927526403,16
"2086/2087",2087,46,46,100,8659.68892538454,34
"2087/2088",2088,46,46,100,10738.250787992,0
"2088/2089",2089,46,46,100,7443.33511545882,0
"2089/2090",2090,46,46,100,8279.98485311121,7
"2090/2091",2091,46,46,100,5812.28359886166,12
"2091/2092",2092,46,46,100,8126.98664229363,6
"2092/2093",2093,46,46,100,7247.16421100218,3
"2093/2094",2094,46,46,100,8922.54074897803,11
"2094/2095",2095,46,46,100,4099.03294630628,45
"2095/2096",2096,46,46,100,10441.0390919149,7
"2096/2097",2097,46,46,100,4601.52200527675,23
"2097/2098",2098,46,46,100,6912.30624095909,3
"2098/2099",2099,46,46,100,8038.29451862443,1
"2099/2100",2100,46,46,100,8313.32646830752,4
