"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,6741.40574301166,3
"2001/2002",2002,46,46,100,3353.95833260294,55
"2002/2003",2003,46,46,100,5558.47440848245,14
"2003/2004",2004,46,46,100,4787.10580974777,55
"2004/2005",2005,46,46,100,5294.84904945223,32
"2005/2006",2006,46,46,100,6240.79245360359,72
"2006/2007",2007,46,46,100,6129.87425861391,17
"2007/2008",2008,46,46,100,6373.81798951596,2
"2008/2009",2009,46,46,100,6476.2332693403,36
"2009/2010",2010,46,46,100,6610.70394092437,9
"2010/2011",2011,46,46,100,6652.43193822866,3
"2011/2012",2012,46,46,100,6048.86237104749,74
"2012/2013",2013,46,46,100,6869.76252872183,6
"2013/2014",2014,46,46,100,4101.70206824981,53
"2014/2015",2015,46,46,100,3768.41935231828,77
"2015/2016",2016,46,46,100,4645.49659836106,45
"2016/2017",2017,46,46,100,4496.19320937607,16
"2017/2018",2018,46,46,100,5910.85411608545,45
"2018/2019",2019,46,46,100,3893.03007791773,64
"2019/2020",2020,46,46,100,7892.55817319802,0
"2020/2021",2021,46,46,100,7376.7591526953,34
"2021/2022",2022,46,46,100,9096.57174807182,35
"2022/2023",2023,46,46,100,6728.35388920899,3
"2023/2024",2024,46,46,100,4916.06323629874,20
"2024/2025",2025,46,46,100,5083.68890286284,46
"2025/2026",2026,46,46,100,6853.16597993835,7
"2026/2027",2027,46,46,100,6388.0738966316,40
"2027/2028",2028,46,46,100,6629.38792139036,2
"2028/2029",2029,46,46,100,7962.20663356152,3
"2029/2030",2030,46,46,100,5107.62953512068,21
"2030/2031",2031,46,46,100,4636.68077813368,19
"2031/2032",2032,46,46,100,4614.38577932958,9
"2032/2033",2033,46,46,100,5598.2803710741,11
"2033/2034",2034,46,46,100,7175.46326462179,7
"2034/2035",2035,46,46,100,5674.56141716801,40
"2035/2036",2036,46,46,100,6145.34594757343,8
"2036/2037",2037,46,46,100,4450.22079936322,48
"2037/2038",2038,46,46,100,5715.38292316021,11
"2038/2039",2039,46,46,100,2763.28324844688,46
"2039/2040",2040,46,46,100,4731.8573280829,11
"2040/2041",2041,46,46,100,5081.26980001153,67
"2041/2042",2042,46,46,100,5976.57634718297,33
"2042/2043",2043,46,46,100,6035.44048196077,27
"2043/2044",2044,46,46,100,7116.49480810529,11
"2044/2045",2045,46,46,100,5139.12997264508,22
"2045/2046",2046,46,46,100,4788.13290207973,21
"2046/2047",2047,46,46,100,6878.81265036622,7
"2047/2048",2048,46,46,100,6917.56000094628,17
"2048/2049",2049,46,46,100,5028.58957224432,37
"2049/2050",2050,46,46,100,7443.49451211607,22
"2050/2051",2051,46,46,100,3744.09872348327,20
"2051/2052",2052,46,46,100,3513.6357860975,18
"2052/2053",2053,46,46,100,5186.84405537648,5
"2053/2054",2054,46,46,100,5021.66705193557,18
"2054/2055",2055,46,46,100,5975.77088690782,8
"2055/2056",2056,46,46,100,7729.32712565688,6
"2056/2057",2057,46,46,100,5841.98632218875,19
"2057/2058",2058,46,46,100,7851.99996926868,1
"2058/2059",2059,46,46,100,6553.49352972815,5
"2059/2060",2060,46,46,100,6698.35499480553,3
"2060/2061",2061,46,46,100,4788.71563947992,19
"2061/2062",2062,46,46,100,6633.76406469475,4
"2062/2063",2063,46,46,100,5494.47708709678,48
"2063/2064",2064,46,46,100,3830.34435743419,77
"2064/2065",2065,46,46,100,7841.34735326655,7
"2065/2066",2066,46,46,100,7776.07389064971,12
"2066/2067",2067,46,46,100,5554.16933081206,12
"2067/2068",2068,46,46,100,8868.54022542574,8
"2068/2069",2069,46,46,100,6632.76194892358,9
"2069/2070",2070,46,46,100,5921.30348698702,48
"2070/2071",2071,46,46,100,5083.94960411452,22
"2071/2072",2072,46,46,100,4351.7716789078,64
"2072/2073",2073,46,46,100,5882.12975393049,14
"2073/2074",2074,46,46,100,7128.14297055267,30
"2074/2075",2075,46,46,100,7779.53608049452,0
"2075/2076",2076,46,46,100,3862.03905332182,40
"2076/2077",2077,46,46,100,5820.80043565482,7
"2077/2078",2078,46,46,100,4391.05319717713,69
"2078/2079",2079,46,46,100,5807.78816110641,28
"2079/2080",2080,46,46,100,7860.76362651307,4
"2080/2081",2081,46,46,100,6897.15483399481,7
"2081/2082",2082,46,46,100,6404.42019748595,38
"2082/2083",2083,46,46,100,3517.72388681211,63
"2083/2084",2084,46,46,100,8214.40830191597,2
"2084/2085",2085,46,46,100,4033.44459595904,33
"2085/2086",2086,46,46,100,4454.17013698164,32
"2086/2087",2087,46,46,100,7097.6267607389,51
"2087/2088",2088,46,46,100,8909.51208632812,1
"2088/2089",2089,46,46,100,5739.28804986831,8
"2089/2090",2090,46,46,100,6557.28220614418,9
"2090/2091",2091,46,46,100,4312.15670299251,51
"2091/2092",2092,46,46,100,6476.67181780469,20
"2092/2093",2093,46,46,100,5692.06015799381,8
"2093/2094",2094,46,46,100,7239.44352630246,17
"2094/2095",2095,46,46,100,2896.61445028987,117
"2095/2096",2096,46,46,100,8791.74883751292,16
"2096/2097",2097,46,46,100,3297.83858483937,67
"2097/2098",2098,46,46,100,5206.70603204798,11
"2098/2099",2099,46,46,100,6365.19131435174,15
"2099/2100",2100,46,46,100,6709.96993205789,12
