"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,6656.49890428775,2
"2001/2002",2002,46,46,100,3318.48953719714,55
"2002/2003",2003,46,46,100,5502.47510591413,16
"2003/2004",2004,46,46,100,4754.40944684361,63
"2004/2005",2005,46,46,100,5192.61291864546,31
"2005/2006",2006,46,46,100,6259.52097229892,78
"2006/2007",2007,46,46,100,6070.54800634331,17
"2007/2008",2008,46,46,100,6259.13663789822,1
"2008/2009",2009,46,46,100,6436.46736719529,41
"2009/2010",2010,46,46,100,6541.27339525346,9
"2010/2011",2011,46,46,100,6612.76041767199,3
"2011/2012",2012,46,46,100,6026.55031906581,75
"2012/2013",2013,46,46,100,6781.88654858526,6
"2013/2014",2014,46,46,100,4133.61586490204,57
"2014/2015",2015,46,46,100,3589.04159196746,71
"2015/2016",2016,46,46,100,4571.54296019149,45
"2016/2017",2017,46,46,100,4462.69909341633,14
"2017/2018",2018,46,46,100,5878.89961405843,54
"2018/2019",2019,46,46,100,3835.1480490996,60
"2019/2020",2020,46,46,100,7823.38299637754,0
"2020/2021",2021,46,46,100,7378.61777114263,46
"2021/2022",2022,46,46,100,9091.69086662936,38
"2022/2023",2023,46,46,100,6686.82871598424,5
"2023/2024",2024,46,46,100,4824.68846376077,18
"2024/2025",2025,46,46,100,4967.16738794046,49
"2025/2026",2026,46,46,100,6784.83522111038,7
"2026/2027",2027,46,46,100,6264.33249541093,38
"2027/2028",2028,46,46,100,6512.61842606845,1
"2028/2029",2029,46,46,100,7955.78545244015,3
"2029/2030",2030,46,46,100,5030.80960943084,20
"2030/2031",2031,46,46,100,4691.50970955542,22
"2031/2032",2032,46,46,100,4479.97631450952,8
"2032/2033",2033,46,46,100,5535.13949641539,7
"2033/2034",2034,46,46,100,7142.13483661134,8
"2034/2035",2035,46,46,100,5492.30424822075,36
"2035/2036",2036,46,46,100,6149.44416899746,8
"2036/2037",2037,46,46,100,4538.81429871079,51
"2037/2038",2038,46,46,100,5669.55401080893,10
"2038/2039",2039,46,46,100,2664.83205977594,38
"2039/2040",2040,46,46,100,4720.26931968518,12
"2040/2041",2041,46,46,100,4981.69534390327,64
"2041/2042",2042,46,46,100,6008.99210212473,37
"2042/2043",2043,46,46,100,5957.73450046638,26
"2043/2044",2044,46,46,100,7034.91422089282,10
"2044/2045",2045,46,46,100,5162.03406378999,24
"2045/2046",2046,46,46,100,4720.33405652316,23
"2046/2047",2047,46,46,100,6746.95559882093,7
"2047/2048",2048,46,46,100,6796.80396133894,16
"2048/2049",2049,46,46,100,5039.68038317002,39
"2049/2050",2050,46,46,100,7375.13165318221,22
"2050/2051",2051,46,46,100,3684.59874120401,17
"2051/2052",2052,46,46,100,3491.4224280403,17
"2052/2053",2053,46,46,100,5167.64223983092,5
"2053/2054",2054,46,46,100,5099.46621157648,20
"2054/2055",2055,46,46,100,5850.00562056899,8
"2055/2056",2056,46,46,100,7644.29601420555,2
"2056/2057",2057,46,46,100,5835.60008571763,20
"2057/2058",2058,46,46,100,7754.44236399839,1
"2058/2059",2059,46,46,100,6513.1260793265,5
"2059/2060",2060,46,46,100,6675.54784594756,3
"2060/2061",2061,46,46,100,4828.172668593,18
"2061/2062",2062,46,46,100,6561.62275374169,2
"2062/2063",2063,46,46,100,5471.46759001864,47
"2063/2064",2064,46,46,100,3754.82366200071,77
"2064/2065",2065,46,46,100,7738.59546097694,5
"2065/2066",2066,46,46,100,7785.37340933364,14
"2066/2067",2067,46,46,100,5460.82832083013,10
"2067/2068",2068,46,46,100,8719.61935478728,8
"2068/2069",2069,46,46,100,6585.17247353401,9
"2069/2070",2070,46,46,100,5747.48904207442,45
"2070/2071",2071,46,46,100,5011.85612629633,21
"2071/2072",2072,46,46,100,4291.08590857964,63
"2072/2073",2073,46,46,100,5858.95069148298,10
"2073/2074",2074,46,46,100,7120.98559374642,31
"2074/2075",2075,46,46,100,7697.01437045913,0
"2075/2076",2076,46,46,100,3857.43337803893,41
"2076/2077",2077,46,46,100,5799.81129428651,11
"2077/2078",2078,46,46,100,4475.35352335218,74
"2078/2079",2079,46,46,100,5658.36543179862,27
"2079/2080",2080,46,46,100,7804.14220663533,4
"2080/2081",2081,46,46,100,6850.83386209048,7
"2081/2082",2082,46,46,100,6405.56806587148,39
"2082/2083",2083,46,46,100,3481.56157337036,63
"2083/2084",2084,46,46,100,8136.7425094638,2
"2084/2085",2085,46,46,100,4046.30085816421,35
"2085/2086",2086,46,46,100,4518.70822251868,40
"2086/2087",2087,46,46,100,7147.6131567033,54
"2087/2088",2088,46,46,100,8836.19805667549,3
"2088/2089",2089,46,46,100,5758.83487535268,6
"2089/2090",2090,46,46,100,6522.63643151987,9
"2090/2091",2091,46,46,100,4441.24823977053,60
"2091/2092",2092,46,46,100,6414.58416102082,22
"2092/2093",2093,46,46,100,5645.28736943658,8
"2093/2094",2094,46,46,100,7176.22236059979,16
"2094/2095",2095,46,46,100,2939.46435644478,125
"2095/2096",2096,46,46,100,8636.00889008213,15
"2096/2097",2097,46,46,100,3304.24520863779,66
"2097/2098",2098,46,46,100,5195.55969002657,8
"2098/2099",2099,46,46,100,6315.72542831022,14
"2099/2100",2100,46,46,100,6605.52419036999,10
