"Season","End_year","Season_days","Data_days","Perc_complete","GDH","Frost_H"
"2000/2001",2001,46,46,100,6501.97061120907,5
"2001/2002",2002,46,46,100,3197.34142613923,62
"2002/2003",2003,46,46,100,5356.20845699048,21
"2003/2004",2004,46,46,100,4571.47771629537,57
"2004/2005",2005,46,46,100,5047.66497827647,33
"2005/2006",2006,46,46,100,6036.23561530357,74
"2006/2007",2007,46,46,100,5885.13401083549,18
"2007/2008",2008,46,46,100,6092.28820453555,2
"2008/2009",2009,46,46,100,6266.70393681503,42
"2009/2010",2010,46,46,100,6355.73283483007,10
"2010/2011",2011,46,46,100,6395.83528701228,4
"2011/2012",2012,46,46,100,5838.97882733296,80
"2012/2013",2013,46,46,100,6619.20176110161,6
"2013/2014",2014,46,46,100,3937.34478152147,57
"2014/2015",2015,46,46,100,3553.82905840001,79
"2015/2016",2016,46,46,100,4410.46012414643,45
"2016/2017",2017,46,46,100,4271.03277114313,18
"2017/2018",2018,46,46,100,5694.05543848919,50
"2018/2019",2019,46,46,100,3709.10320264357,69
"2019/2020",2020,46,46,100,7615.04727582517,0
"2020/2021",2021,46,46,100,7138.08264230029,35
"2021/2022",2022,46,46,100,8833.51459383918,35
"2022/2023",2023,46,46,100,6471.74981680978,3
"2023/2024",2024,46,46,100,4685.88541616825,24
"2024/2025",2025,46,46,100,4891.05874799239,51
"2025/2026",2026,46,46,100,6578.62977130711,7
"2026/2027",2027,46,46,100,6160.57708146842,47
"2027/2028",2028,46,46,100,6365.1548421781,2
"2028/2029",2029,46,46,100,7727.42855234537,4
"2029/2030",2030,46,46,100,4881.29071156052,23
"2030/2031",2031,46,46,100,4459.57633806858,21
"2031/2032",2032,46,46,100,4355.01591822598,10
"2032/2033",2033,46,46,100,5347.55629764218,9
"2033/2034",2034,46,46,100,6947.97909248667,8
"2034/2035",2035,46,46,100,5469.38497836795,44
"2035/2036",2036,46,46,100,5904.25346697494,8
"2036/2037",2037,46,46,100,4319.59807653911,52
"2037/2038",2038,46,46,100,5497.28882725816,14
"2038/2039",2039,46,46,100,2595.27630427852,53
"2039/2040",2040,46,46,100,4537.77181138005,12
"2040/2041",2041,46,46,100,4868.15725618741,71
"2041/2042",2042,46,46,100,5757.94641686371,36
"2042/2043",2043,46,46,100,5833.54353442555,27
"2043/2044",2044,46,46,100,6832.43530695606,11
"2044/2045",2045,46,46,100,4934.32770495163,23
"2045/2046",2046,46,46,100,4578.08315166645,22
"2046/2047",2047,46,46,100,6613.31391289597,7
"2047/2048",2048,46,46,100,6679.26030049333,22
"2048/2049",2049,46,46,100,4867.9082809859,43
"2049/2050",2050,46,46,100,7178.22566526057,22
"2050/2051",2051,46,46,100,3550.40664280811,25
"2051/2052",2052,46,46,100,3333.68410830898,18
"2052/2053",2053,46,46,100,4984.16706822999,5
"2053/2054",2054,46,46,100,4829.27922205441,23
"2054/2055",2055,46,46,100,5716.30796726793,10
"2055/2056",2056,46,46,100,7469.93514586147,6
"2056/2057",2057,46,46,100,5634.12653408386,21
"2057/2058",2058,46,46,100,7612.43591295555,5
"2058/2059",2059,46,46,100,6312.67049903981,6
"2059/2060",2060,46,46,100,6444.31471766019,3
"2060/2061",2061,46,46,100,4631.8641764801,23
"2061/2062",2062,46,46,100,6400.41764520761,3
"2062/2063",2063,46,46,100,5264.36740388069,47
"2063/2064",2064,46,46,100,3666.8294535391,82
"2064/2065",2065,46,46,100,7568.74759539962,7
"2065/2066",2066,46,46,100,7519.17900729831,12
"2066/2067",2067,46,46,100,5300.67403490096,12
"2067/2068",2068,46,46,100,8623.95402271301,13
"2068/2069",2069,46,46,100,6400.61161440611,10
"2069/2070",2070,46,46,100,5724.60979974922,51
"2070/2071",2071,46,46,100,4845.51838134602,23
"2071/2072",2072,46,46,100,4178.41301475465,71
"2072/2073",2073,46,46,100,5676.28550726827,16
"2073/2074",2074,46,46,100,6893.74863430206,31
"2074/2075",2075,46,46,100,7492.51430247258,0
"2075/2076",2076,46,46,100,3689.67295682523,41
"2076/2077",2077,46,46,100,5584.04929111712,8
"2077/2078",2078,46,46,100,4272.60488221049,76
"2078/2079",2079,46,46,100,5550.95741259307,28
"2079/2080",2080,46,46,100,7605.40868496895,5
"2080/2081",2081,46,46,100,6673.96883190144,8
"2081/2082",2082,46,46,100,6172.85749009717,39
"2082/2083",2083,46,46,100,3363.43641410675,76
"2083/2084",2084,46,46,100,7939.20738481265,3
"2084/2085",2085,46,46,100,3844.08745536301,36
"2085/2086",2086,46,46,100,4282.1963452287,41
"2086/2087",2087,46,46,100,6908.33851005416,56
"2087/2088",2088,46,46,100,8626.55141956732,1
"2088/2089",2089,46,46,100,5532.9280301379,10
"2089/2090",2090,46,46,100,6337.9168360699,9
"2090/2091",2091,46,46,100,4174.51001696941,58
"2091/2092",2092,46,46,100,6251.66664104629,25
"2092/2093",2093,46,46,100,5515.52859862708,10
"2093/2094",2094,46,46,100,7012.3697021259,20
"2094/2095",2095,46,46,100,2780.93552751653,133
"2095/2096",2096,46,46,100,8530.36170347966,18
"2096/2097",2097,46,46,100,3161.47389149759,77
"2097/2098",2098,46,46,100,5007.00931846071,11
"2098/2099",2099,46,46,100,6150.27249944676,16
"2099/2100",2100,46,46,100,6492.73157847021,14
