"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-2,16,0.497746632892091,80.6818834993427
10,-2,17,0.553795512145033,92.6664221888977
10,-2,18,0.52511067168711,104.704781350211
10,-2,19,0.484795520613328,116.607319444204
10,-2,20,0.426518101698572,128.183663913667
10,-2,21,0.393654001240262,139.253951220016
10,-2,22,0.366253386981954,149.661957828372
10,-2,23,0.194754424361341,159.26092241816
10,-2,24,0,167.918668699258
10,-2,25,0,175.524083531967
10,-2,26,0,176.973515961004
10,-2,27,0,174.241715834211
10,-2,28,0,169.418775345593
10,-2,29,0,161.144395449977
10,-2,30,0,153.308256443585
10,-1,-1,0.0258196998989195,0
10,-1,0,0.0587049212638129,0
10,-1,1,0.161403523494177,0
10,-1,2,0.396661525540862,0
10,-1,3,0.5804925746496,0
10,-1,4,0.616567325243747,0
10,-1,5,0.638380158276953,0.342465085468325
10,-1,6,0.669569462034855,1.78699370937151
10,-1,7,0.685341788017919,4.56757667454311
10,-1,8,0.695229797225369,8.74409591132946
10,-1,9,0.663943843282227,14.3038494127205
10,-1,10,0.699081494862803,21.1775211926375
10,-1,11,0.711725305300762,29.2917747383034
10,-1,12,0.706488071022006,38.5162515037182
10,-1,13,0.655925638241179,48.70734018178
10,-1,14,0.641864574469397,59.6991435868035
10,-1,15,0.603609230699269,71.3055238965779
10,-1,16,0.613725689465848,83.3470299084725
10,-1,17,0.538910183815717,95.6275695321528
10,-1,18,0.510054854324425,107.945363495843
10,-1,19,0.456766345400334,120.110442133257
10,-1,20,0.448815847987017,131.937950271675
10,-1,21,0.419554560911433,143.246345198585
10,-1,22,0.402508880698028,153.867865230969
10,-1,23,0.162102653832879,163.656567008195
10,-1,24,0,172.485526094016
10,-1,25,0,180.244116811569
10,-1,26,0,181.695578049467
10,-1,27,0,179.085280072276
10,-1,28,0,173.854587050246
10,-1,29,0,165.680326294128
10,-1,30,0,157.951134979881
10,0,0,0.111545869587366,0
10,0,1,0.222876162439508,0
10,0,2,0.449824218521875,0
10,0,3,0.593349021790219,0
10,0,4,0.649450219635564,0
10,0,5,0.671445550763064,0.373742954369981
10,0,6,0.67384337692638,1.93070442000315
10,0,7,0.721396159062769,4.87829478631917
10,0,8,0.660231062734018,9.27276500763485
10,0,9,0.694446448741275,15.0802845850001
10,0,10,0.719163803575638,22.2509631031163
10,0,11,0.712525824345385,30.6762351744717
10,0,12,0.677680469689311,40.2299214877828
10,0,13,0.652540248079804,50.7523996140679
10,0,14,0.64149954604064,62.0817343686785
10,0,15,0.625061881622976,74.0296146123802
10,0,16,0.585630856962969,86.4020685691006
10,0,17,0.53745169819721,99.0052125731802
10,0,18,0.565227575203931,111.635120592191
10,0,19,0.522065183200505,124.093411236076
10,0,20,0.424977697648961,136.194444324352
10,0,21,0.365273847750158,147.756663894245
10,0,22,0.452618135886512,158.611281294637
10,0,23,0.129754537090639,168.606496833625
10,0,24,0,177.610172634138
10,0,25,0,185.513127932247
10,0,26,0,186.950840492411
10,0,27,0,184.448779887372
10,0,28,0,178.787306532675
10,0,29,0,170.732488740486
10,0,30,0,163.114243363319
10,1,1,0.359080028334666,0
10,1,2,0.544824293786361,0
10,1,3,0.613697263708541,0
10,1,4,0.658035021514563,0
10,1,5,0.71906594166057,0.418292981870331
10,1,6,0.695920736206529,2.11014880110015
10,1,7,0.706430800009517,5.26820918160951
10,1,8,0.723106649819061,9.91915294690416
10,1,9,0.757055038815769,16.0395508577292
10,1,10,0.694161747830641,23.5507818368558
10,1,11,0.713190703065146,32.3372639817319
10,1,12,0.684794738885571,42.2668603781316
10,1,13,0.675519121968748,53.1760294070916
10,1,14,0.675236593037571,64.8925361934659
10,1,15,0.653089180408558,77.2225169924764
10,1,16,0.621803267976179,89.9701534661861
10,1,17,0.349922958887618,102.932375424283
10,1,18,0.530468015715982,115.902500386938
10,1,19,0.413580930895187,128.677919507622
10,1,20,0.392227272165608,141.065203620003
10,1,21,0.345180803901345,152.884742968858
10,1,22,0.445353370511125,163.969056867518
10,1,23,0.0971342160005291,174.166816992673
10,1,24,0,183.346658705246
10,1,25,0,191.400023306763
10,1,26,0,192.830075103157
10,1,27,0,190.439125232473
10,1,28,0,184.351002349209
10,1,29,0,176.413244541342
10,1,30,0,168.901397187444
10,2,2,0.625165569797551,0
10,2,3,0.63383779087864,0
10,2,4,0.668233618712607,0
10,2,5,0.745508708687751,0.484731113609701
10,2,6,0.74226268327336,2.35814797596089
10,2,7,0.758985854592576,5.78087338567238
10,2,8,0.727643627873077,10.7685200636796
10,2,9,0.768063754512172,17.2679363824813
10,2,10,0.75894986533794,25.1892498505344
10,2,11,0.757336546060001,34.4113911988198
10,2,12,0.719476069460602,44.785140857466
10,2,13,0.713337989171667,56.1439096816267
10,2,14,0.697387252852163,68.2994122864269
10,2,15,0.557122175915316,81.0541446436457
10,2,16,0.599312225264427,94.2064288058957
10,2,17,0.539196557344338,107.548112854902
10,2,18,0.31981106830705,120.871575030713
10,2,19,0.29306792455733,133.975039915361
10,2,20,0.390628086755552,146.664513424625
10,2,21,0.386211750239944,158.756491972562
10,2,22,0.419056769712605,170.082160385948
10,2,23,0.0323083432206719,180.490768918796
10,2,24,0,189.852159385511
10,2,25,0,198.058479758922
10,2,26,0,199.481771185488
10,2,27,0,197.194440625484
10,2,28,0,190.686674420705
10,2,29,0,182.860956100685
10,2,30,0,175.411093830014
10,3,3,0.648565775962529,0
10,3,4,0.684210348128722,0
10,3,5,0.757895768941792,0.592057831814292
10,3,6,0.75677505445335,2.73827324883132
10,3,7,0.775896583058369,6.5414473491569
10,3,8,0.74382262102146,11.9766952337982
10,3,9,0.736846981016777,18.9671539176213
10,3,10,0.72802765617655,27.3993676443896
10,3,11,0.714796172376675,37.1370269861441
10,3,12,0.692336974326246,48.0218366955697
10,3,13,0.658030535130151,59.8778688851364
10,3,14,0.628927033822684,72.5142849321123
10,3,15,0.595396119018631,85.7306077970817
10,3,16,0.552725106127908,99.3194227291059
10,3,17,0.498311086504217,113.070131840911
10,3,18,0.403033688533279,126.773402780945
10,3,19,0.281349294705529,140.224946629199
10,3,20,0.179170419298007,153.228994739296
10,3,21,0.319253085936741,165.601761789403
10,3,22,0.323155569699388,177.174665121845
10,3,23,0,187.797151908011
10,3,24,0,197.339303909489
10,3,25,0,205.69394636185
10,3,26,0,207.103043251933
10,3,27,0,204.847022139
10,3,28,0,197.975374531215
10,3,29,0,190.249940983751
10,3,30,0,182.705170750651
10,4,4,0.717979987529154,0
10,4,5,0.764659863225856,0.891736716867431
10,4,6,0.765559500037339,3.55253188383157
10,4,7,0.769164385892252,7.93940842812178
10,4,8,0.750129554326173,13.9816255754326
10,4,9,0.749650387983622,21.5819921121499
10,4,10,0.745999874151284,30.6186688142531
10,4,11,0.730567790428674,40.9474247794068
10,4,12,0.720037162447572,52.4043035529429
10,4,13,0.702596796171577,64.8086469799208
10,4,14,0.677181941530642,77.9664178036476
10,4,15,0.644998146748195,91.6737563039206
10,4,16,0.60621232030423,105.720701839556
10,4,17,0.624194080604569,119.895007116679
10,4,18,0.605710943590253,133.985971405671
10,4,19,0.55812534148006,147.788218804941
10,4,20,0.483309340044289,161.105348998296
10,4,21,0.410574816001528,173.753390743836
10,4,22,0.194049844416932,185.563992506229
10,4,23,0,196.387290112875
10,4,24,0,206.094397963755
10,4,25,0,214.579478016808
10,4,26,0,215.955173530914
10,4,27,0,213.629990576444
10,4,28,0,206.456626659738
10,4,29,0,198.809063649505
10,4,30,0,190.986868412947
10,5,5,0.785131768723257,2.81463179126761
10,5,6,0.797997999621882,6.15945688601981
10,5,7,0.810557247234552,11.2208716197617
10,5,8,0.821120727339375,17.9242149132131
10,5,9,0.801624006000652,26.1685188180023
10,5,10,0.798362347264225,35.8283529552223
10,5,11,0.79879075244966,46.7561202430779
10,5,12,0.789430628498351,58.7847592488884
10,5,13,0.775756438461004,71.730800592565
10,5,14,0.748803887323484,85.3977179751933
10,5,15,0.716709405475416,99.5795087445267
10,5,16,0.699274502812648,114.064434551643
10,5,17,0.645883505590017,128.638849685739
10,5,18,0.536731876874988,143.091043154637
10,5,19,0.443792377722643,157.215020535089
10,5,20,0.393778327213976,170.814153047452
10,5,21,0.423618013458002,183.704624181709
10,5,22,0.0323070453481132,195.71860845491
10,5,23,0,206.707122424564
10,5,24,0,216.542494803085
10,5,25,0,225.120410275898
10,5,26,0,226.424683775963
10,5,27,0,223.906718383448
10,5,28,0,216.482126944072
10,5,29,0,208.874084396383
10,5,30,0,200.57162759562
10,6,6,0.819668716493917,11.1956529418925
10,6,7,0.828895337607625,16.9188318368323
10,6,8,0.835218720914006,24.2677523593223
10,6,9,0.835803849257787,33.1377372290059
10,6,10,0.837852468033327,43.3998467810598
10,6,11,0.805554540277784,54.9032133793715
10,6,12,0.80558368532337,67.4777791601684
10,6,13,0.772247761699254,80.9373840378545
10,6,14,0.744244222129348,95.0831441109779
10,6,15,0.704545302057646,109.707055010897
10,6,16,0.646740439158264,124.595750450329
10,6,17,0.615908942927639,139.534343338331
10,6,18,0.482974241661138,154.310275388693
10,6,19,0.473517819342764,168.717101186921
10,6,20,0.481407861605301,182.558134193623
10,6,21,0.226629084645789,195.649885115781
10,6,22,0,207.825227409499
10,6,23,0,218.936230297796
10,6,24,0,228.856606478191
10,6,25,0,237.483729517155
10,6,26,0,238.673024182996
10,6,27,0,235.827436066427
10,6,28,0,228.203582098961
10,6,29,0,220.592337726596
10,6,30,0,211.592982304839
10,7,7,0.835310111534453,24.9558452885904
10,7,8,0.842853404958307,32.9295316244732
10,7,9,0.844284658464404,42.4017951949645
10,7,10,0.81267499850635,53.2402808361002
10,7,11,0.810185703309677,65.2909574656515
10,7,12,0.778478806434832,78.3808903239897
10,7,13,0.746714590887924,92.3213595770295
10,7,14,0.745797227148728,106.911264994951
10,7,15,0.650883743073157,121.940750892653
10,7,16,0.650410666011634,137.194981305644
10,7,17,0.520635947511937,152.457992561886
10,7,18,0.486420663077116,167.516549050937
10,7,19,0.483390560122281,182.163928112052
10,7,20,0.422563041145877,196.203561557842
10,7,21,0,209.452464385043
10,7,22,0,221.744385634861
10,7,23,0,232.932622060347
10,7,24,0,242.892442119595
10,7,25,0,251.523075699788
10,7,26,0,252.551997445036
10,7,27,0,249.233879866276
10,7,28,0,241.469889155466
10,7,29,0,233.724612906077
10,7,30,0,223.88597881222
10,8,8,0.81992816629877,43.7878288723693
10,8,9,0.815723337199116,53.8339036725716
10,8,10,0.814338796032239,65.2179155753437
10,8,11,0.782815631662546,77.782788128767
10,8,12,0.779700333691056,91.3528396330553
10,8,13,0.749196400976008,105.736931281828
10,8,14,0.6819771390299,120.731896959929
10,8,15,0.652570108629917,136.126188540143
10,8,16,0.554155885396837,151.703666382946
10,8,17,0.488388178678456,167.24746200844
10,8,18,0.488257356271712,182.543838631394
10,8,19,0.454241784780838,197.385975453045
10,8,20,0.0646367720934457,211.577603280754
10,8,21,0,224.936422162721
10,8,22,0,237.297236214414
10,8,23,0,248.514746582961
10,8,24,0,258.465950426473
10,8,25,0,267.052101734656
10,8,26,0,267.87316599882
10,8,27,0,263.943184307022
10,8,28,0,256.089114084759
10,8,29,0,247.970687237007
10,8,30,0,237.278391922353
10,9,9,0.809226166429025,67.2709282988837
10,9,10,0.782387508435411,79.164978853008
10,9,11,0.780308843349354,92.2064390736664
10,9,12,0.748998648774703,106.217020049361
10,9,13,0.715069778985601,121.003313901615
10,9,14,0.651781534586927,136.360247502384
10,9,15,0.584086562966376,152.074746850734
10,9,16,0.488719681610925,167.929541557639
10,9,17,0.488424116640268,183.707036231542
10,9,18,0.487122616508087,199.193174360614
10,9,19,0.0969791297318703,214.181220573026
10,9,20,0,228.475388916574
10,9,21,0,241.894247996163
10,9,22,0,254.273838375269
10,9,23,0,265.47044349117
10,9,24,0,275.36296233319
10,9,25,0,283.854840144732
10,9,26,0,284.418974194038
10,9,27,0,279.819386052034
10,9,28,0,271.841219440665
10,9,29,0,263.098086542115
10,9,30,0,251.653541165367
10,10,10,0.752033161764818,94.8805699315991
10,10,11,0.747027314046879,108.356902804593
10,10,12,0.714515499207784,122.764486672172
10,10,13,0.650351330873034,137.907802842929
10,10,14,0.583513090349601,153.580037672105
10,10,15,0.487895146204051,169.566764704798
10,10,16,0.4885288952429,185.649761775383
10,10,17,0.453569365258653,201.610889694486
10,10,18,0.0645290772006707,217.23595804
10,10,19,0,232.31850393692
10,10,20,0,246.663411553404
10,10,21,0,260.090303318456
10,10,22,0,272.436638512086
10,10,23,0,283.560460795918
10,10,24,0,293.342743319571
10,10,25,0,301.689288111028
10,10,26,0,301.946364118838
10,10,27,0,296.631790993224
10,10,28,0,288.481735837824
10,10,29,0,278.846125283988
10,10,30,0,266.834295515139
10,11,11,0.711187019728037,126
10,11,12,0.648297444868808,140.75757618445
10,11,13,0.583651457695002,156.209442083165
10,11,14,0.487007262693019,172.147216789306
10,11,15,0.485153135320852,188.355300766909
10,11,16,0.323737977647304,204.614704166887
10,11,17,0,220.706931381501
10,11,18,0,236.41784729006
10,11,19,0,251.541451099994
10,11,20,0,265.883485612582
10,11,21,0,279.264813101232
10,11,22,0,291.524493713028
10,11,23,0,302.522508294178
10,11,24,0,312.142074674478
10,11,25,0,320.291514579039
10,11,26,0,320.190906525438
10,11,27,0,314.115766060856
10,11,28,0,305.739955176217
10,11,29,0,294.93740289892
10,11,30,0,282.56930773587
10,12,12,0.612941077111261,159.934061859669
10,12,13,0.485395210286728,175.643221489775
10,12,14,0.388064062299487,191.794200268888
10,12,15,0.0968838229853416,208.170409959857
10,12,16,0,224.55228127288
10,12,17,0,240.721152836043
10,12,18,0,256.463136430318
10,12,19,0,271.572884428442
10,12,20,0,285.857187384685
10,12,21,0,299.138333161428
10,12,22,0,311.257163778126
10,12,23,0,322.075772230311
10,12,24,0,331.479788726909
10,12,25,0,339.380213986596
10,12,26,0,338.871370986782
10,12,27,0,331.990447473852
10,12,28,0,323.164073040507
10,12,29,0,311.178384999841
10,12,30,0,298.580560546824
10,13,13,0,195.924724643009
10,13,14,0,212.234551051241
10,13,15,0,228.723856533514
10,13,16,0,245.172683745688
10,13,17,0,261.362398459224
10,13,18,0,277.079552313107
10,13,19,0,292.119642386392
10,13,20,0,306.290695671911
10,13,21,0,319.416610050521
10,13,22,0,331.340188241198
10,13,23,0,341.925807335733
10,13,24,0,351.061673792696
10,13,25,0,358.661622015878
10,13,26,0,357.694650365884
10,13,27,0,349.9636718421
10,13,28,0,340.370610670944
10,13,29,0,327.415627861319
10,13,30,0,314.580415764419
10,14,14,0,233.168016416221
10,14,15,0,249.714175031795
10,14,16,0,266.173463380512
10,14,17,0,282.32746849484
10,14,18,0,297.963375134888
10,14,19,0,312.87771603421
10,14,20,0,326.879941827267
10,14,21,0,339.795742486743
10,14,22,0,351.470057050422
10,14,23,0,361.769714621374
10,14,24,0,370.585656955382
10,14,25,0,377.834701257041
10,14,26,0,376.323337452717
10,14,27,0,367.737161358148
10,14,28,0,357.03448235236
10,14,29,0,343.387257436091
10,14,30,0,330.244308361054
10,15,15,0,270.831983583779
10,15,16,0,287.244860564927
10,15,17,0,303.306458476533
10,15,18,0,318.80478771245
10,15,19,0,333.537605962229
10,15,20,0,347.315972176506
10,15,21,0,359.967547103101
10,15,22,0,371.339577492518
10,15,23,0,381.301507345138
10,15,24,0,389.747166965903
10,15,25,0,396.596498955548
